frame,ID,centroidX,centroidY,dir,1cm,test,7
0,1585,2387.75,1492.75,32.9052429229879,103.33333333333334,3,1
0,69,2824.5,1426.0,136.33221985386965,96.66666666666667,5,0
0,2945,2931.75,1366.75,156.31791227546157,86.66666666666667,6,1
0,875,2067.5,1312.25,52.79207807821844,103.33333333333334,7,1
0,2056,2480.25,1284.75,-148.09189306434686,96.66666666666667,8,1
0,651,2478.75,745.0,-54.78240703180729,80.0,17,1
1,69,2825.25,1426.25,135.0,90.0,6,0
1,875,2077.5,1315.0,58.172553423326896,106.66666666666667,8,1
1,2056,2479.75,1287.75,-149.67639313745002,100.0,9,1
1,651,2477.5,747.0,-46.27303002005671,80.0,18,1
2,3488,2929.75,1503.0,-113.96248897457819,86.66666666666667,2,1
2,1585,2395.25,1492.5,45.67403689798451,96.66666666666667,3,1
2,69,2826.5,1425.25,135.6740368979845,96.66666666666667,5,1
2,875,2093.5,1315.5,62.65012421993013,106.66666666666667,8,0
2,651,2476.5,747.25,-48.01278750418334,83.33333333333334,16,1
3,3488,2930.5,1504.25,-110.35322914806883,80.0,0,1
3,1585,2396.5,1492.5,42.397437797500196,100.0,1,1
3,69,2828.25,1421.25,132.4551956201869,103.33333333333334,3,1
3,875,2097.25,1313.75,62.28149837181664,103.33333333333334,6,0
3,651,2474.5,749.0,-51.34019174590991,83.33333333333334,12,1
4,3488,2930.0,1509.5,-119.5387822595581,80.0,0,1
4,1585,2401.75,1496.5,39.351752626264734,103.33333333333334,2,1
4,69,2828.25,1419.5,134.32596310201552,106.66666666666667,4,0
4,875,2105.25,1315.25,63.82471001824007,103.33333333333334,6,0
4,2056,2486.0,1289.75,-150.68999292908387,106.66666666666667,7,0
4,2945,2475.75,752.75,-52.59464336859145,80.0,14,1
5,3488,2924.75,1513.75,-116.17528998175993,80.0,0,1
5,1585,2407.0,1501.75,45.65854317756361,93.33333333333334,2,1
5,69,2827.75,1420.5,132.82525588538996,90.0,4,1
5,875,2112.25,1317.0,59.80837703904239,106.66666666666667,6,0
5,2056,2491.0,1289.75,-155.3441012559184,103.33333333333334,7,0
6,2056,2916.75,1518.5,65.48035731180924,83.33333333333334,0,1
6,1585,2412.25,1498.75,42.662694140876184,90.0,1,1
6,1062,1513.75,1495.0,-116.98023071822286,103.33333333333334,2,0
6,69,2827.75,1420.25,133.56790381583536,100.0,4,1
6,875,2112.75,1316.0,60.68999292908387,106.66666666666667,7,0
6,2056,2498.5,1286.0,-157.89055165624833,110.0,8,0
6,651,2472.0,748.25,-59.48976259388444,80.0,14,1
7,1585,2413.0,1502.0,42.510447078000844,103.33333333333334,1,1
7,69,2828.25,1421.25,135.0,96.66666666666667,3,0
7,875,2111.75,1315.0,57.724355685422374,113.33333333333334,6,0
7,2056,2503.25,1289.5,-154.93253656193951,103.33333333333334,7,0
7,651,2468.25,748.75,-53.65254179111473,80.0,13,1
8,1062,1484.5,1492.5,-104.53445508054013,90.0,2,0
8,2945,2934.75,1365.25,78.69006752597979,83.33333333333334,5,1
8,875,2115.5,1313.25,60.36161631184866,113.33333333333334,6,0
8,2056,2505.5,1295.25,-153.04782106877104,96.66666666666667,7,1
9,1585,2416.5,1513.0,54.24611274556325,100.0,1,1
9,69,2825.25,1424.0,132.9299693469589,96.66666666666667,4,1
9,875,2122.5,1313.0,56.309932474020215,103.33333333333334,6,0
9,270,3069.0,1062.0,140.9061411137705,36.66666666666667,10,1
9,651,2469.75,753.0,-51.89242312248514,96.66666666666667,13,1
10,1062,1461.0,1484.5,-104.03624346792648,96.66666666666667,2,0
10,69,2824.25,1426.5,131.4677054161091,96.66666666666667,5,0
10,2945,2934.75,1365.25,-25.34617594194669,83.33333333333334,6,1
10,875,2122.5,1309.75,60.1409838350769,103.33333333333334,7,0
10,2056,2513.75,1282.0,-160.23283132320836,103.33333333333334,8,0
10,651,2469.25,755.0,-58.877529803208006,100.0,14,1
11,1062,1450.75,1479.5,-106.96614810853619,100.0,2,1
11,69,2824.25,1426.0,132.9299693469589,100.0,5,0
11,2945,2934.5,1365.75,80.53767779197439,83.33333333333334,6,1
11,875,2131.0,1311.75,57.9946167919165,106.66666666666667,7,0
11,2056,2521.0,1277.5,-148.17255342332692,96.66666666666667,8,1
11,651,2469.75,756.0,-59.80837703904239,96.66666666666667,15,1
12,1062,1430.0,1485.25,-102.90740867126584,93.33333333333334,2,0
12,875,2135.75,1310.25,59.93141717813756,106.66666666666667,6,0
12,651,2464.0,759.0,-52.43140797117251,93.33333333333334,11,1
13,69,2824.5,1426.25,130.29214775562778,96.66666666666667,4,0
13,2945,2936.0,1365.75,74.6237487511738,80.0,5,1
13,875,2142.5,1304.5,57.804266065286754,103.33333333333334,6,1
13,651,2461.75,757.5,-53.3102771675242,100.0,14,1
14,1585,2433.75,1517.25,52.94347181059042,96.66666666666667,0,1
14,2945,2935.25,1365.5,71.96571443287014,83.33333333333334,4,1
14,875,2150.75,1303.5,54.36019080191333,103.33333333333334,5,0
15,2945,2435.25,1516.25,140.31454566994475,96.66666666666667,1,1
15,69,2824.5,1423.75,131.71075732150817,103.33333333333334,3,0
15,2945,2935.75,1365.5,-29.859016164923098,83.33333333333334,4,1
15,875,2158.25,1304.5,58.27639704231597,103.33333333333334,5,0
15,2056,2542.75,1263.5,-163.94001269283936,103.33333333333334,7,0
15,2158,3059.25,1064.25,87.87890360333854,90.0,11,1
15,651,2458.0,757.75,-55.14554443389634,100.0,12,1
16,69,2824.25,1423.5,131.7845160082518,103.33333333333334,3,1
16,875,2154.25,1296.75,57.52880770915151,106.66666666666667,5,0
16,2056,2542.75,1268.0,-151.326853510565,76.66666666666667,6,0
16,651,2457.25,760.75,-56.56013079421777,100.0,10,1
17,1585,2436.0,1524.75,61.032339353935974,96.66666666666667,1,0
17,69,2823.5,1425.5,135.0,106.66666666666667,4,1
17,875,2162.25,1289.25,56.07020257793936,100.0,6,1
17,2056,2549.0,1269.5,-158.83874018317172,106.66666666666667,7,0
17,651,2461.0,755.75,-56.05641298024819,100.0,16,1
18,69,2823.25,1420.75,130.71084667118097,86.66666666666667,3,0
18,875,2170.0,1283.5,53.84181456019167,106.66666666666667,5,0
18,2158,3058.5,1055.75,79.56252464888182,86.66666666666667,9,1
18,651,2459.0,755.25,-54.56668598971442,100.0,11,1
19,69,2824.25,1422.5,128.95590783775887,96.66666666666667,3,0
19,875,2177.75,1275.0,50.77432590266327,106.66666666666667,5,0
19,2056,2555.25,1267.75,-155.9557767306322,90.0,6,1
19,2158,3057.5,1052.5,87.27368900609373,96.66666666666667,9,0
19,651,2456.25,755.5,-56.309932474020215,93.33333333333334,12,1
20,1585,2429.0,1540.5,66.5713071912546,86.66666666666667,0,1
20,69,2824.0,1423.5,133.66778014613035,96.66666666666667,3,1
20,875,2186.25,1271.0,49.60009566626328,100.0,5,0
20,2056,2559.25,1267.0,-159.81419699053518,106.66666666666667,6,1
20,2158,3058.0,1056.25,88.97696981133217,96.66666666666667,9,0
20,651,2456.25,757.0,-53.69550287742477,103.33333333333334,15,1
21,69,2822.75,1426.25,139.28915332881903,103.33333333333334,4,1
21,2056,2563.25,1265.5,-162.34987578006988,103.33333333333334,6,0
21,875,2193.25,1266.0,47.0700306530411,96.66666666666667,8,0
21,2908,3173.5,1136.25,23.702645950966243,86.66666666666667,9,0
21,2158,3060.5,1061.5,84.0938588862295,96.66666666666667,10,0
22,1585,2426.0,1542.0,75.96375653207353,83.33333333333334,0,1
22,393,2937.25,1364.75,74.24882633654697,83.33333333333334,5,1
22,2056,2569.75,1269.25,-161.05349531049094,110.0,6,0
22,2908,3176.0,1143.5,19.17900802581072,76.66666666666667,10,1
22,2158,3061.75,1061.5,83.99099404250548,96.66666666666667,11,1
22,651,2456.5,759.0,-54.24611274556325,100.0,14,1
23,2945,2429.75,1541.25,-18.43494882292201,70.0,1,1
23,3488,2909.25,1486.75,-80.94211187138235,80.0,2,1
23,875,2218.25,1255.75,38.480198248343015,86.66666666666667,9,0
23,2158,3066.75,1057.25,84.61068824002659,90.0,12,0
23,651,2456.5,758.75,-55.00797980144134,100.0,16,1
24,3488,2437.0,1538.5,-17.52556837372287,56.66666666666667,1,1
24,69,2824.25,1427.5,131.08175113593262,86.66666666666667,4,0
24,2056,2579.0,1275.25,-163.37924308610795,110.0,6,0
24,875,2225.25,1254.0,40.73210669970919,83.33333333333334,8,1
24,2158,3069.75,1060.5,78.46537934635528,83.33333333333334,10,1
24,651,2456.25,760.0,-54.940573033113026,96.66666666666667,13,1
25,69,2824.5,1427.25,129.8055710922652,90.0,4,0
25,2056,2586.5,1270.25,-157.57413807864822,116.66666666666667,6,0
25,2460,3177.75,1139.25,30.379126011368342,60.0,10,1
25,651,2456.25,761.5,-54.36019080191333,100.0,13,1
26,69,2823.25,1428.25,135.0,80.0,4,0
26,2056,2591.25,1279.75,-159.77514056883192,116.66666666666667,6,0
26,2158,3072.75,1069.5,72.71850162818336,80.0,10,1
26,651,2458.5,762.25,-53.49855887949368,100.0,12,1
27,180,1322.25,2092.5,-35.25635871296284,86.66666666666667,0,0
27,3488,2890.25,1469.75,-64.50244850666222,73.33333333333334,2,1
27,69,2824.75,1428.25,133.56790381583536,83.33333333333334,3,1
27,2056,2592.5,1280.25,-164.05460409907712,110.0,6,0
27,651,2456.75,758.5,-56.309932474020215,100.0,13,1
28,180,1318.0,2094.25,-37.04247477308286,96.66666666666667,0,0
28,1585,2441.75,1537.5,77.84505830277777,83.33333333333334,2,1
28,69,2824.5,1427.75,128.81138403675843,90.0,5,1
28,2056,2601.5,1275.5,-168.02386755579664,110.0,8,0
28,651,2456.0,759.25,-52.37376636133021,100.0,15,1
29,180,1313.25,2099.5,-30.82766229986804,73.33333333333334,0,1
29,1585,2440.5,1540.0,82.64762064010765,83.33333333333334,1,1
29,69,2822.5,1428.25,130.29214775562778,96.66666666666667,5,1
29,651,2454.5,759.5,-52.1250163489018,96.66666666666667,16,1
30,180,1307.75,2091.25,-26.939528063800815,96.66666666666667,0,0
30,69,2819.5,1428.5,132.13759477388825,93.33333333333334,4,0
30,651,2454.75,758.5,-56.309932474020215,100.0,15,1
31,180,1306.0,2078.25,-29.74488129694222,96.66666666666667,0,0
31,2056,2450.75,1540.0,-100.15426658020027,80.0,2,1
31,69,2819.75,1429.25,136.3639275316029,100.0,6,0
31,2158,3066.0,1069.25,78.43986920578224,93.33333333333334,12,0
31,651,2455.0,760.0,-52.43140797117251,100.0,15,1
32,69,2819.5,1428.25,132.87890360333856,96.66666666666667,5,1
32,651,2456.5,760.0,-54.24611274556325,100.0,13,1
33,69,2820.0,1427.25,137.29061004263855,86.66666666666667,7,1
33,2056,2626.0,1274.0,-172.8749836510982,110.0,9,1
33,2158,3073.5,1063.5,83.15722658736907,86.66666666666667,12,0
34,69,2821.25,1427.75,133.6360724683971,86.66666666666667,4,1
34,2158,3076.75,1065.0,84.92039213998542,76.66666666666667,8,1
34,651,2461.0,760.0,-52.43140797117251,93.33333333333334,10,1
35,2945,2899.5,1472.5,-69.62356478616361,76.66666666666667,3,1
35,69,2821.0,1430.25,137.0700306530411,103.33333333333334,5,1
35,2158,3077.5,1067.75,80.53767779197439,76.66666666666667,8,0
35,651,2457.25,759.5,-54.36019080191333,96.66666666666667,10,1
36,3488,2899.5,1474.25,-72.34987578006988,83.33333333333334,1,1
36,69,2821.25,1429.25,132.2072976342867,90.0,3,1
36,2158,3078.5,1068.75,73.85566121971652,66.66666666666667,7,1
36,651,2459.0,761.0,-55.30484646876604,103.33333333333334,10,1
37,69,2821.0,1430.25,131.5526131481348,93.33333333333334,4,0
37,651,2458.5,761.25,-53.49855887949368,103.33333333333334,10,1
38,3488,2898.0,1475.5,-77.66091272167381,86.66666666666667,2,1
38,69,2821.0,1429.5,136.39718102729637,103.33333333333334,4,0
38,2158,3078.0,1065.75,72.64597536373867,83.33333333333334,11,1
39,69,2821.5,1429.0,136.33221985386965,96.66666666666667,3,0
39,2158,3080.25,1058.75,67.98871680208065,86.66666666666667,8,0
39,2945,2459.5,761.75,-52.73359809902286,86.66666666666667,13,1
40,69,2820.25,1428.25,135.0,83.33333333333334,5,0
40,2158,3080.25,1050.0,69.59011716619602,73.33333333333334,10,0
40,651,2457.25,757.5,-52.20605700138327,96.66666666666667,12,1
41,2945,2916.0,1488.0,77.9052429229879,76.66666666666667,2,1
41,69,2821.5,1429.0,136.33221985386965,100.0,4,0
41,2056,2698.5,1240.0,168.9964591482505,96.66666666666667,8,1
41,651,2457.0,760.25,-51.74557964748282,100.0,14,1
42,69,2822.0,1428.5,133.53119928561418,90.0,3,1
42,2158,3075.75,1057.5,65.82089285331082,86.66666666666667,6,0
43,69,2822.75,1430.75,137.66300076606714,96.66666666666667,4,1
43,2056,2707.0,1229.5,170.2724214485984,96.66666666666667,7,0
43,2158,3067.0,1065.75,75.00492087082402,93.33333333333334,8,1
43,651,2455.75,760.0,-51.89242312248514,103.33333333333334,13,1
44,69,2823.25,1431.5,136.93058744116698,103.33333333333334,5,0
44,2056,2718.5,1227.5,168.6900675259798,90.0,7,1
44,651,2459.25,763.25,-55.08059798754232,100.0,10,1
45,69,2824.0,1430.25,134.27477570094075,93.33333333333334,2,0
45,651,2460.25,760.25,-52.27500495788926,96.66666666666667,9,1
46,69,2823.0,1429.75,138.71528910542878,86.66666666666667,3,0
46,2056,2727.5,1234.0,175.2363583092738,100.0,5,0
47,2945,2910.25,1489.0,75.74996730219641,70.0,3,1
47,69,2823.0,1430.25,131.5526131481348,93.33333333333334,5,1
48,69,2823.5,1429.75,134.30972280213493,96.66666666666667,3,0
48,651,2460.0,762.75,-56.05641298024819,100.0,9,1
49,69,2823.75,1430.0,134.29268063145577,96.66666666666667,4,0
49,2056,2753.5,1237.5,-174.8055710922652,96.66666666666667,7,1
49,651,2461.5,763.0,-48.65222278030633,86.66666666666667,12,1
50,3488,2907.75,1485.25,-103.3924977537511,76.66666666666667,2,1
50,69,2823.25,1429.0,129.93638314696992,96.66666666666667,4,1
50,651,2460.75,761.0,-54.78240703180729,103.33333333333334,10,1
51,69,2822.5,1427.75,134.30972280213493,103.33333333333334,4,0
51,2945,2461.5,758.0,-55.175510843043206,86.66666666666667,11,1
52,69,2822.5,1429.0,130.6012946450045,93.33333333333334,3,0
52,2056,2776.75,1239.75,-170.39479584498707,96.66666666666667,8,0
52,651,2459.75,758.75,-57.52880770915151,96.66666666666667,12,1
53,3488,2909.0,1483.75,-104.87568200163881,90.0,3,1
53,69,2822.0,1428.75,132.76882539196876,80.0,5,0
53,2158,3104.5,1044.75,76.55138494831348,76.66666666666667,9,1
53,651,2460.25,756.75,-53.65254179111473,93.33333333333334,13,1
54,69,2822.0,1428.25,131.5526131481348,96.66666666666667,4,0
54,2056,2779.75,1230.0,172.4605548604907,93.33333333333334,8,0
54,651,2460.0,759.5,-56.82148834060726,96.66666666666667,10,1
55,1585,2459.25,1570.0,107.41797079220284,90.0,1,1
55,69,2822.0,1429.25,131.5526131481348,96.66666666666667,4,0
55,2158,3113.5,1022.0,64.79887635452492,70.0,9,0
55,651,2459.25,759.0,-55.813877513624966,100.0,11,1
56,1585,2459.5,1569.5,109.79887635452492,90.0,1,1
56,3488,2920.0,1496.0,-116.56505117707799,73.33333333333334,2,1
56,69,2822.0,1428.75,132.76882539196876,80.0,4,0
56,2056,2778.25,1214.25,167.38067770656923,90.0,6,0
56,651,2461.75,759.25,-56.07020257793936,93.33333333333334,11,1
57,1585,2462.0,1572.0,108.43494882292202,80.0,2,1
57,3488,2916.5,1498.0,-117.29957221133282,73.33333333333334,3,1
57,69,2821.75,1427.5,129.66784111834045,80.0,5,1
57,2056,2777.75,1210.25,165.76271953423893,93.33333333333334,10,1
57,2945,2457.75,761.0,-54.78240703180729,93.33333333333334,14,1
58,1585,2460.75,1573.25,107.02052561151986,83.33333333333334,0,1
58,69,2822.75,1427.75,132.06432655357884,86.66666666666667,3,0
58,270,3265.5,1253.25,121.10880882854515,100.0,5,1
58,2056,2778.0,1201.0,159.44395478041653,86.66666666666667,6,1
58,651,2456.5,760.0,-59.34933204294713,100.0,11,1
59,3488,2908.5,1502.5,-114.44395478041653,73.33333333333334,2,1
59,69,2823.5,1427.75,128.15722658736905,86.66666666666667,4,0
59,2056,2780.75,1197.75,158.96248897457818,86.66666666666667,8,0
59,651,2456.25,760.75,-51.483073692897236,100.0,12,1
60,69,2824.0,1427.5,127.69424046668917,90.0,5,1
60,2056,2780.25,1197.0,155.4925947698703,80.0,8,0
60,2158,3123.75,1030.25,52.85331330197822,63.333333333333336,9,1
60,651,2458.5,764.0,-59.34933204294713,100.0,11,1
61,69,2823.25,1427.5,131.4677054161091,96.66666666666667,5,0
61,2056,2782.75,1196.25,157.78240573048168,90.0,8,0
61,651,2459.5,767.0,-56.309932474020215,96.66666666666667,11,1
62,69,2823.5,1427.25,129.8055710922652,93.33333333333334,4,0
62,2056,2784.25,1198.25,159.94390526342457,93.33333333333334,7,0
62,2158,3122.0,1023.75,49.267893300290815,80.0,8,1
62,651,2462.5,762.25,-55.58163552094379,96.66666666666667,11,1
63,69,2824.0,1428.0,131.98721249581666,93.33333333333334,5,0
63,2056,2789.25,1201.5,163.94001269283936,86.66666666666667,8,1
63,2158,3121.75,1012.0,27.512002623851455,93.33333333333334,9,1
63,651,2464.0,758.25,-52.37376636133021,100.0,12,1
64,3488,2892.5,1517.25,-122.94921511659044,86.66666666666667,4,1
64,69,2823.75,1426.75,132.06432655357884,83.33333333333334,6,1
64,2056,2799.75,1206.25,166.53479190518829,86.66666666666667,10,1
64,2158,3119.5,1007.25,31.476839349583983,96.66666666666667,11,0
64,651,2462.75,758.75,-49.864514437760526,96.66666666666667,13,1
65,69,2823.25,1425.0,132.9299693469589,96.66666666666667,5,1
65,2056,2807.0,1209.75,169.54009090707086,93.33333333333334,8,1
65,2158,3119.5,1007.75,30.46554491945988,96.66666666666667,9,0
65,651,2464.5,757.75,-49.707852244372226,103.33333333333334,11,1
66,69,2823.75,1424.5,132.82525588538996,100.0,3,0
66,2056,2810.75,1208.5,169.47921568612563,86.66666666666667,6,1
66,2158,3118.25,1017.5,37.26640190097714,93.33333333333334,7,0
66,651,2466.25,759.75,-53.65254179111473,93.33333333333334,10,1
67,1585,2457.5,1587.5,111.37062226934319,76.66666666666667,2,1
67,3488,2873.25,1520.25,-113.87528085392752,70.0,3,1
67,69,2823.25,1423.75,133.6360724683971,103.33333333333334,4,0
67,2158,3119.5,1019.25,45.690277197865086,100.0,8,0
67,651,2469.0,761.0,-55.30484646876604,100.0,12,1
68,1585,2457.25,1585.5,110.95577673063218,80.0,1,1
68,69,2824.25,1423.25,126.67434966957317,93.33333333333334,3,0
68,2056,2811.25,1207.25,164.1676133795778,93.33333333333334,6,1
68,2158,3122.75,1014.0,54.58294472353257,93.33333333333334,7,0
68,651,2466.75,763.25,-54.03948280335512,100.0,11,1
69,2056,1318.75,1844.0,25.88702626632669,46.66666666666667,1,1
69,3488,2867.5,1522.5,-115.70995378081126,80.0,3,1
69,69,2825.25,1422.0,129.93638314696992,96.66666666666667,4,0
69,2056,2811.5,1205.0,165.17352002964432,96.66666666666667,8,1
69,2158,3123.75,1011.0,58.10920819815429,86.66666666666667,10,0
69,651,2467.25,760.5,-51.60483549675397,93.33333333333334,14,1
70,1585,2459.5,1585.5,109.79887635452492,80.0,2,1
70,2945,2865.0,1525.25,-114.22774531795417,73.33333333333334,3,1
70,69,2825.0,1422.75,126.86989764584402,90.0,4,0
70,2158,3122.25,1004.0,62.94940299291389,83.33333333333334,11,0
70,651,2468.0,760.5,-51.0724564072077,90.0,13,1
71,1585,2455.5,1587.25,122.7352262721076,76.66666666666667,3,1
71,69,2825.25,1423.75,127.50414236027015,83.33333333333334,6,0
71,2056,2812.25,1204.0,164.38901146632034,93.33333333333334,10,0
71,2158,3124.25,999.5,52.43140797117251,83.33333333333334,11,0
72,69,2824.5,1423.75,127.3493490446406,83.33333333333334,3,0
72,2056,2815.5,1205.25,164.96218409641776,100.0,8,1
72,2158,3123.75,994.75,43.31531568210371,83.33333333333334,9,1
73,69,2823.5,1423.0,127.30394827798344,86.66666666666667,2,1
73,270,3297.0,1301.25,107.57125877832243,100.0,4,1
73,2056,2820.75,1203.75,168.6900675259798,103.33333333333334,5,0
73,2158,3123.75,988.5,40.46222749209335,73.33333333333334,7,1
73,651,2466.0,764.5,-53.84181456019167,100.0,8,1
74,1585,2456.75,1588.25,115.14478563067895,83.33333333333334,2,1
74,69,2824.0,1423.25,128.50065372034544,93.33333333333334,3,1
74,2056,2827.0,1198.0,163.61045966596524,106.66666666666667,5,0
74,651,2467.75,761.25,-48.90049374238189,96.66666666666667,10,1
